"age","male","race","hrs_per_wk","wkswork","incwage","ed_lt_hs","ed_some_hs","ed_hs_degree","ed_some_col","ed_ba_degree","ed_post_degree"
35,0,"asian/pacific",0,0,0,0,0,1,0,0,0
41,1,"asian/pacific",40,52,19200,0,0,1,0,0,0
38,0,"white",NA,52,24000,0,0,0,0,1,0
29,1,"white",NA,52,19760,0,0,0,0,1,0
59,1,"white",NA,3,66900,0,0,0,1,0,0
55,0,"white",0,0,0,0,0,0,0,0,1
57,0,"white",40,52,60002,0,0,1,0,0,0
48,1,"white",40,52,60000,0,0,1,0,0,0
39,0,"white",NA,52,15000,0,0,1,0,0,0
29,1,"white",40,36,32021,0,0,1,0,0,0
50,0,"white",NA,17,5475,0,0,1,0,0,0
61,0,"white",32,26,7951,1,0,0,0,0,0
47,0,"white",0,0,0,0,0,0,0,1,0
40,1,"white",40,52,46000,0,0,1,0,0,0
47,0,"white",0,0,0,0,0,0,1,0,0
51,0,"white",0,0,0,1,0,0,0,0,0
56,1,"white",40,52,40000,1,0,0,0,0,0
38,1,"white",40,52,46000,0,0,1,0,0,0
29,0,"white",40,52,25000,0,0,0,1,0,0
49,0,"white",40,52,30000,0,0,0,0,1,0
56,0,"white",40,52,20000,0,0,1,0,0,0
27,0,"white",40,52,34225,0,0,0,1,0,0
32,0,"white",0,0,0,0,1,0,0,0,0
30,1,"white",40,52,15600,1,0,0,0,0,0
51,0,"white",40,52,29738,0,0,1,0,0,0
35,0,"white",35,52,14470,0,0,1,0,0,0
44,1,"white",50,52,32653,0,0,0,0,1,0
44,0,"white",15,38,28000,0,0,1,0,0,0
44,0,"white",35,52,15000,0,0,1,0,0,0
55,0,"white",40,52,55000,0,0,1,0,0,0
59,0,"white",0,0,0,0,0,0,1,0,0
31,1,"black",40,52,21000,0,0,0,1,0,0
31,0,"black",0,0,0,0,0,0,1,0,0
42,0,"white",0,0,0,0,0,1,0,0,0
44,1,"white",40,52,42000,0,0,0,1,0,0
38,1,"asian/pacific",NA,52,1e+05,0,0,0,1,0,0
28,0,"asian/pacific",40,52,27000,0,0,1,0,0,0
50,1,"white",80,52,55000,0,0,0,1,0,0
58,0,"white",15,52,4000,0,0,0,1,0,0
44,0,"asian/pacific",0,0,0,0,0,1,0,0,0
48,1,"asian/pacific",40,52,30000,0,0,1,0,0,0
58,0,"black",20,52,10000,0,0,0,1,0,0
54,0,"black",40,52,82000,0,0,0,0,0,1
26,1,"black",20,52,16000,0,0,0,1,0,0
59,0,"black",40,52,44000,0,0,0,1,0,0
39,1,"black",40,52,10560,0,0,0,1,0,0
46,0,"black",40,52,22000,0,0,1,0,0,0
39,0,"asian/pacific",40,52,55000,0,0,0,0,1,0
38,1,"asian/pacific",40,52,45000,0,0,1,0,0,0
32,0,"white",40,52,30000,0,0,1,0,0,0
34,1,"white",40,52,47000,0,0,0,0,1,0
29,1,"asian/pacific",50,52,49000,0,0,1,0,0,0
29,1,"white",0,0,0,0,0,1,0,0,0
42,0,"white",0,0,0,0,0,0,0,0,1
54,0,"asian/pacific",0,0,0,0,0,1,0,0,0
56,1,"asian/pacific",NA,3,14000,0,0,1,0,0,0
41,0,"white",0,0,0,0,0,0,1,0,0
42,1,"white",80,52,150000,0,0,0,1,0,0
47,0,"white",0,0,0,0,0,0,0,1,0
51,1,"white",50,52,2e+05,0,0,0,0,1,0
47,1,"asian/pacific",35,52,85000,0,0,0,1,0,0
51,0,"asian/pacific",35,52,38000,0,0,0,1,0,0
58,0,"white",0,0,0,0,0,1,0,0,0
33,1,"white",40,52,46000,0,0,0,0,0,1
30,0,"asian/pacific",40,52,100500,0,0,0,0,1,0
46,1,"asian/pacific",40,52,90000,0,0,0,0,1,0
38,0,"asian/pacific",40,52,12000,0,0,0,0,1,0
44,1,"white",40,52,36000,0,0,0,0,1,0
33,0,"white",0,0,0,0,0,0,0,1,0
46,0,"white",0,0,0,0,0,0,1,0,0
57,0,"white",37,52,73000,0,0,1,0,0,0
61,1,"white",0,0,0,0,0,0,1,0,0
26,1,"white",40,52,56000,0,0,1,0,0,0
43,1,"black",40,52,92000,0,0,0,0,1,0
38,0,"black",40,52,120000,0,0,0,0,0,1
38,1,"white",40,52,115000,0,0,0,0,0,1
37,0,"white",40,52,120000,0,0,0,0,0,1
53,0,"white",40,40,17000,0,0,1,0,0,0
55,1,"white",40,52,248000,0,0,0,0,1,0
61,0,"white",40,52,40000,0,0,0,0,0,1
64,1,"white",60,52,0,0,0,0,0,0,1
64,1,"white",0,0,0,0,0,0,0,0,1
59,0,"white",NA,52,6000,0,0,1,0,0,0
29,1,"white",40,52,85280,0,0,1,0,0,0
60,0,"white",40,52,125000,0,0,0,0,1,0
60,0,"white",60,52,120602,0,0,0,0,0,1
54,0,"asian/pacific",0,0,0,0,0,0,0,0,1
53,1,"asian/pacific",40,52,50000,0,0,0,0,0,1
39,0,"white",32,52,90000,0,0,1,0,0,0
40,1,"white",40,52,39000,0,0,1,0,0,0
53,0,"white",40,52,54000,0,0,0,0,1,0
55,1,"white",40,52,170000,0,0,0,0,0,1
35,0,"white",40,52,85000,0,0,0,0,0,1
33,1,"white",40,52,120000,0,0,0,0,1,0
61,1,"asian/pacific",NA,8,54369,0,0,0,0,1,0
59,0,"asian/pacific",0,0,0,0,0,0,0,0,1
56,1,"white",40,52,75000,0,0,0,1,0,0
48,0,"white",40,52,53000,0,0,0,1,0,0
27,1,"white",40,52,50000,0,0,0,0,1,0
28,1,"asian/pacific",40,52,67000,0,0,0,0,1,0
58,1,"black",40,52,150000,0,0,0,0,1,0
59,0,"black",NA,52,19000,0,0,0,0,1,0
32,1,"black",40,12,76670,0,0,0,0,1,0
26,1,"black",40,52,37000,0,0,0,0,1,0
28,0,"white",35,40,16000,0,0,0,0,1,0
37,1,"white",40,52,75000,0,0,0,0,1,0
58,0,"black",35,52,92000,0,0,0,1,0,0
63,1,"black",20,52,10000,0,0,0,1,0,0
44,1,"black",25,52,9000,0,0,0,1,0,0
42,1,"white",40,52,53000,0,0,0,0,0,1
43,0,"asian/pacific",30,52,22000,0,0,0,0,0,1
56,1,"white",40,52,129000,0,0,0,0,0,1
58,1,"asian/pacific",40,52,150000,0,0,0,0,0,1
55,1,"black",40,52,9600,0,0,0,1,0,0
51,0,"black",40,52,42000,0,0,0,1,0,0
25,1,"black",40,52,38000,0,0,0,0,1,0
35,0,"white",40,52,150000,0,0,0,0,1,0
39,1,"white",40,52,115000,0,0,0,0,1,0
53,0,"white",40,52,23000,0,0,0,1,0,0
56,1,"white",40,52,160000,0,0,0,0,1,0
35,0,"white",0,0,0,0,0,0,0,0,1
45,1,"white",40,52,165000,0,0,0,0,0,1
39,1,"white",45,52,13000,0,0,1,0,0,0
43,1,"black",50,52,115000,0,0,0,0,1,0
31,0,"black",0,0,0,0,0,0,0,1,0
47,1,"asian/pacific",50,52,126000,0,0,0,0,0,1
45,0,"asian/pacific",7,52,98000,0,0,0,0,0,1
39,0,"asian/pacific",0,0,0,0,0,0,0,0,1
45,1,"asian/pacific",50,52,350000,0,0,0,0,0,1
51,1,"asian/pacific",40,52,140000,0,0,0,0,1,0
53,0,"asian/pacific",40,52,210000,0,0,0,0,1,0
43,1,"asian/pacific",40,52,132000,0,0,0,0,0,1
43,0,"asian/pacific",40,52,180000,0,0,0,0,0,1
40,0,"white",40,52,75000,0,0,0,0,1,0
43,1,"white",40,52,4e+05,0,0,0,0,0,1
40,1,"white",40,52,0,0,0,1,0,0,0
41,0,"white",40,40,90000,0,0,0,0,0,1
36,1,"white",40,52,55000,0,0,1,0,0,0
29,1,"white",40,52,61000,0,0,0,0,1,0
28,0,"white",40,48,60000,0,0,0,0,0,1
52,0,"white",52,52,63000,0,0,0,0,1,0
50,1,"white",20,24,6000,0,0,0,0,1,0
52,0,"white",40,52,80000,0,0,0,0,1,0
51,1,"white",40,52,45000,0,0,0,0,1,0
50,0,"white",0,0,0,0,0,0,0,1,0
53,0,"white",35,52,46000,0,0,0,1,0,0
56,1,"white",40,52,140000,0,0,1,0,0,0
27,1,"white",40,52,56000,0,0,0,0,1,0
48,0,"white",40,52,25500,0,0,1,0,0,0
48,1,"white",42,52,1e+05,0,0,0,1,0,0
43,0,"white",NA,48,1500,0,0,1,0,0,0
37,1,"white",40,52,80000,0,0,0,0,1,0
39,1,"white",40,52,88000,0,0,0,0,1,0
49,1,"white",40,52,29000,0,0,0,0,1,0
48,0,"white",40,52,27000,0,0,0,0,1,0
54,1,"white",20,40,35000,0,0,1,0,0,0
57,0,"white",0,0,0,0,0,0,1,0,0
63,1,"white",0,0,0,0,1,0,0,0,0
32,1,"white",NA,36,25000,0,0,1,0,0,0
29,0,"white",40,52,23000,0,0,1,0,0,0
35,1,"white",40,52,60000,0,0,0,1,0,0
33,0,"white",0,0,0,0,0,0,0,1,0
46,0,"white",0,0,0,0,0,1,0,0,0
30,0,"white",19,36,24000,0,0,1,0,0,0
31,1,"white",40,52,4700,0,0,1,0,0,0
45,1,"white",NA,40,62000,0,0,1,0,0,0
34,1,"black",0,0,0,0,0,1,0,0,0
48,1,"white",50,52,245000,0,0,1,0,0,0
45,0,"white",0,0,0,0,0,1,0,0,0
57,1,"white",NA,52,0,0,0,0,0,1,0
59,0,"white",40,52,55000,0,0,0,0,1,0
61,1,"white",0,0,0,0,0,1,0,0,0
35,0,"white",NA,20,14000,0,1,0,0,0,0
34,1,"white",40,52,20000,0,1,0,0,0,0
49,0,"white",0,0,0,1,0,0,0,0,0
54,1,"white",40,52,25000,0,0,1,0,0,0
32,1,"white",0,0,0,0,0,1,0,0,0
62,0,"black",0,0,0,1,0,0,0,0,0
59,1,"white",40,52,2e+05,0,0,0,0,1,0
51,0,"white",0,0,0,0,0,0,0,1,0
64,0,"black",20,52,14000,0,1,0,0,0,0
56,1,"white",40,52,13000,0,0,1,0,0,0
46,0,"white",40,52,35000,0,0,1,0,0,0
60,1,"white",0,0,0,0,0,0,1,0,0
60,0,"white",40,52,30000,0,0,0,0,1,0
34,0,"white",40,52,44000,0,0,0,0,0,1
63,0,"white",0,0,0,0,0,1,0,0,0
40,1,"asian/pacific",40,52,125000,0,0,0,0,1,0
38,0,"asian/pacific",40,52,70000,0,0,0,0,1,0
47,1,"white",50,52,450000,0,0,0,0,1,0
47,0,"white",0,0,0,0,0,0,0,1,0
47,1,"white",40,52,1e+05,0,0,0,0,0,1
44,0,"white",40,52,72000,0,0,0,0,1,0
63,0,"white",NA,26,48000,0,0,0,0,0,1
26,0,"white",40,52,25000,0,0,0,0,0,1
46,0,"white",40,52,32000,0,0,0,1,0,0
47,1,"white",40,52,4e+05,0,0,0,0,1,0
45,0,"white",20,52,0,0,0,0,0,1,0
60,0,"white",35,52,1e+05,0,0,0,0,0,1
61,1,"white",40,52,3e+05,0,0,0,0,0,1
26,0,"white",50,52,55000,0,0,0,0,1,0
29,1,"white",50,52,52000,0,0,0,1,0,0
35,0,"white",40,52,66000,0,0,0,0,0,1
36,1,"white",40,52,90000,0,0,0,0,0,1
51,0,"white",35,52,15153,0,0,1,0,0,0
51,1,"white",50,52,45000,0,0,0,1,0,0
61,0,"white",0,0,0,0,0,1,0,0,0
49,0,"white",40,12,4400,0,0,0,1,0,0
33,0,"white",0,0,0,0,0,0,1,0,0
30,1,"white",40,52,34000,0,0,1,0,0,0
53,1,"white",40,52,110000,0,0,0,0,1,0
51,0,"white",32,52,9600,0,0,0,1,0,0
52,0,"black",0,0,0,0,1,0,0,0,0
47,1,"black",0,0,0,0,0,1,0,0,0
44,1,"black",40,52,2e+05,0,0,0,0,0,1
41,0,"black",0,0,0,0,0,0,0,1,0
27,0,"white",0,0,0,0,0,1,0,0,0
44,0,"white",0,0,0,0,0,1,0,0,0
48,1,"white",40,52,38000,0,0,1,0,0,0
32,0,"white",40,52,20000,0,0,0,0,1,0
39,1,"white",40,52,50000,0,0,0,0,1,0
52,0,"white",0,0,0,0,1,0,0,0,0
27,1,"white",40,52,25000,1,0,0,0,0,0
49,1,"white",40,52,2e+05,0,0,0,0,1,0
48,0,"white",35,52,45000,0,0,0,0,1,0
40,0,"white",40,52,98000,0,0,0,1,0,0
40,1,"white",0,0,0,0,0,0,1,0,0
48,1,"white",40,52,150000,0,0,0,0,1,0
47,0,"white",0,0,0,0,0,0,1,0,0
51,0,"white",40,52,40000,1,0,0,0,0,0
54,1,"white",65,52,20000,1,0,0,0,0,0
62,0,"black",0,0,0,0,0,1,0,0,0
34,0,"black",35,52,55000,0,0,0,0,0,1
28,1,"white",0,0,0,0,0,0,1,0,0
47,0,"white",0,0,0,0,0,1,0,0,0
39,0,"white",0,0,0,0,0,1,0,0,0
39,1,"white",60,52,0,0,0,1,0,0,0
34,1,"white",40,52,50000,0,0,1,0,0,0
28,0,"black",NA,16,500,0,0,0,1,0,0
29,1,"black",40,52,52000,0,0,0,1,0,0
54,1,"white",0,0,0,0,0,0,0,1,0
53,1,"white",0,0,0,0,0,1,0,0,0
49,0,"white",40,52,18000,0,0,1,0,0,0
35,1,"white",48,52,78400,0,0,1,0,0,0
31,1,"white",40,52,39520,0,0,1,0,0,0
60,1,"white",40,52,52000,1,0,0,0,0,0
29,1,"white",40,52,30000,1,0,0,0,0,0
52,1,"white",40,52,63000,0,0,0,1,0,0
61,0,"white",0,0,0,0,0,1,0,0,0
28,0,"white",40,52,56000,0,0,1,0,0,0
44,1,"white",40,52,35000,0,0,0,1,0,0
38,1,"white",40,52,19200,0,0,1,0,0,0
37,0,"white",0,0,0,0,1,0,0,0,0
53,0,"black",40,52,50000,0,0,1,0,0,0
27,1,"black",40,52,50000,0,0,1,0,0,0
32,1,"black",40,52,30000,0,0,1,0,0,0
42,1,"white",40,52,38000,0,0,0,0,1,0
51,1,"white",40,52,49400,0,0,1,0,0,0
37,0,"white",40,52,0,0,0,0,1,0,0
64,1,"white",40,52,32000,1,0,0,0,0,0
59,0,"white",40,52,18000,0,1,0,0,0,0
32,0,"multiple/other",0,0,0,0,0,0,1,0,0
31,1,"white",50,52,225000,0,0,0,0,0,1
30,0,"white",30,30,75000,0,0,0,0,1,0
25,0,"black",16,52,9500,0,0,0,1,0,0
53,0,"black",0,0,0,0,1,0,0,0,0
49,1,"black",0,0,0,0,1,0,0,0,0
58,0,"black",40,52,27000,0,0,0,1,0,0
61,1,"black",40,52,35360,0,0,0,1,0,0
42,0,"white",0,0,0,0,0,0,0,0,1
52,1,"white",50,52,36000,0,0,1,0,0,0
36,0,"white",0,0,0,0,0,1,0,0,0
42,1,"white",40,52,60000,0,0,0,1,0,0
38,0,"white",40,52,9000,0,0,1,0,0,0
35,1,"white",40,52,41000,0,0,0,1,0,0
62,0,"white",0,0,0,0,0,0,1,0,0
60,1,"white",40,52,30002,0,0,1,0,0,0
28,0,"white",40,52,23000,0,0,1,0,0,0
47,0,"black",35,52,97000,0,0,0,0,1,0
48,1,"black",NA,52,30000,0,0,1,0,0,0
48,0,"black",40,52,31000,0,0,1,0,0,0
60,1,"asian/pacific",40,30,40000,0,0,0,0,1,0
30,0,"black",45,52,12000,0,0,1,0,0,0
27,0,"black",25,52,20000,0,0,0,1,0,0
27,1,"black",0,0,0,0,0,1,0,0,0
61,1,"white",30,52,0,0,0,1,0,0,0
47,0,"white",35,37,25000,0,0,1,0,0,0
47,1,"white",40,52,25000,0,1,0,0,0,0
57,0,"black",40,52,29000,0,0,0,1,0,0
45,0,"black",40,40,40000,0,0,0,0,1,0
44,1,"black",40,52,60000,0,0,0,0,1,0
54,1,"white",40,52,82500,0,0,0,0,1,0
52,0,"white",NA,34,24000,0,0,1,0,0,0
45,0,"white",0,0,0,0,0,0,0,1,0
56,0,"white",38,24,7200,0,0,0,1,0,0
53,1,"white",42,52,49483,0,0,0,1,0,0
28,0,"white",NA,40,17000,0,0,0,0,1,0
59,0,"white",0,0,0,0,0,0,1,0,0
59,1,"white",40,52,50000,0,0,0,1,0,0
61,0,"white",40,52,58250,0,0,0,1,0,0
48,1,"black",40,52,17000,0,0,0,1,0,0
46,0,"black",40,52,6009,0,0,0,0,0,1
30,0,"white",40,52,45000,0,0,0,0,0,1
30,1,"white",40,52,2e+05,0,0,0,0,1,0
63,1,"asian/pacific",38,52,58000,0,0,0,0,1,0
64,0,"asian/pacific",38,52,80000,0,0,0,0,0,1
40,0,"white",0,0,0,0,0,0,0,1,0
42,1,"white",60,52,3e+05,0,0,0,0,0,1
55,0,"white",NA,40,24000,0,0,0,1,0,0
56,1,"white",60,52,46000,0,0,0,0,1,0
32,0,"black",NA,26,26000,0,0,0,0,1,0
28,1,"multiple/other",0,0,0,0,0,0,1,0,0
27,0,"multiple/other",0,0,0,0,0,1,0,0,0
62,1,"white",17,52,65000,0,0,0,1,0,0
27,1,"white",42,52,38000,0,0,0,0,0,1
54,1,"black",NA,52,31720,0,0,0,1,0,0
52,0,"white",32,52,75000,0,0,0,0,0,1
62,1,"white",40,52,155000,0,0,1,0,0,0
61,0,"white",20,52,15000,0,0,1,0,0,0
33,1,"white",38,52,18000,0,0,0,1,0,0
62,0,"multiple/other",42,52,70000,0,0,0,1,0,0
50,1,"white",40,52,26000,0,0,1,0,0,0
37,0,"white",NA,52,12000,0,0,1,0,0,0
40,0,"white",NA,52,22000,0,0,1,0,0,0
51,0,"white",50,52,120000,0,0,0,0,1,0
59,1,"white",40,52,110000,0,0,0,1,0,0
44,1,"white",40,40,97000,0,0,0,0,1,0
42,0,"white",40,40,70000,0,0,0,0,0,1
62,0,"white",35,52,15600,0,0,1,0,0,0
51,0,"white",NA,42,23500,0,1,0,0,0,0
27,1,"white",40,52,28000,0,0,1,0,0,0
52,1,"white",0,0,0,0,0,1,0,0,0
52,1,"white",NA,52,0,0,0,0,1,0,0
53,0,"white",40,43,80000,0,0,0,0,1,0
63,1,"white",45,52,57200,0,0,0,1,0,0
37,0,"black",40,26,90000,0,0,0,0,0,1
40,1,"asian/pacific",40,52,120000,0,0,0,0,0,1
34,0,"asian/pacific",40,52,1e+05,0,0,0,0,1,0
36,1,"white",70,52,148000,0,0,0,0,1,0
38,0,"white",0,0,0,0,0,1,0,0,0
60,1,"white",50,52,150000,0,0,0,0,1,0
55,0,"white",40,52,25000,0,0,1,0,0,0
55,0,"white",0,0,0,0,0,0,0,1,0
54,1,"white",0,0,0,0,0,0,0,0,1
54,0,"white",40,51,40000,0,0,1,0,0,0
28,1,"white",40,52,55000,0,1,0,0,0,0
27,0,"white",40,52,35000,0,0,0,1,0,0
38,1,"white",42,52,117000,0,0,1,0,0,0
39,0,"white",40,52,43000,0,0,0,0,1,0
43,0,"asian/pacific",40,47,76000,0,0,0,0,1,0
44,1,"asian/pacific",40,52,104500,0,0,0,0,1,0
46,0,"white",40,52,92607,0,0,0,1,0,0
63,1,"white",40,52,31200,0,0,1,0,0,0
56,0,"asian/pacific",65,52,35000,0,0,0,1,0,0
60,1,"asian/pacific",65,52,250000,0,0,0,0,1,0
40,0,"white",44,52,36000,0,0,0,1,0,0
59,0,"white",0,0,0,0,0,1,0,0,0
30,0,"white",0,0,0,0,0,0,1,0,0
29,1,"white",40,40,23000,0,0,1,0,0,0
49,0,"white",55,43,1e+05,0,0,0,0,0,1
51,1,"white",50,52,85000,0,0,0,0,1,0
51,1,"black",40,50,60000,0,0,1,0,0,0
49,0,"black",40,52,40000,0,0,0,0,1,0
53,0,"white",40,52,44000,0,0,0,1,0,0
46,1,"black",40,52,68000,0,0,1,0,0,0
63,0,"white",40,52,26000,0,0,0,1,0,0
41,0,"white",40,52,55000,0,0,0,1,0,0
43,1,"white",40,52,0,0,0,0,1,0,0
44,1,"black",NA,52,46000,0,0,0,0,1,0
40,0,"black",NA,13,8000,0,0,0,1,0,0
49,1,"black",40,52,70000,0,0,0,0,0,1
40,0,"black",40,42,40000,0,0,0,1,0,0
43,0,"white",40,52,20000,0,0,0,0,1,0
46,1,"black",40,52,40000,0,0,0,1,0,0
49,0,"white",0,0,0,0,0,0,1,0,0
49,1,"white",NA,52,1e+05,0,0,0,1,0,0
45,0,"multiple/other",65,52,65000,0,0,0,1,0,0
62,1,"white",50,52,80000,0,0,0,0,0,1
60,0,"white",0,0,0,0,0,1,0,0,0
30,1,"asian/pacific",40,26,30000,0,0,0,0,0,1
25,0,"asian/pacific",0,0,0,0,0,0,0,1,0
37,1,"asian/pacific",40,52,50000,0,0,0,0,0,1
35,0,"asian/pacific",0,0,0,0,0,0,0,0,1
58,0,"white",0,0,0,0,0,0,1,0,0
47,0,"black",50,52,0,0,0,1,0,0,0
48,1,"black",40,52,50000,0,0,1,0,0,0
56,1,"black",40,52,40000,0,0,0,0,1,0
50,1,"white",45,52,48000,0,0,1,0,0,0
46,0,"white",40,52,90000,0,0,0,0,1,0
58,0,"white",0,0,0,0,0,0,1,0,0
52,1,"white",0,0,0,0,0,1,0,0,0
55,0,"white",0,0,0,0,0,1,0,0,0
57,1,"white",40,52,64000,0,0,1,0,0,0
59,1,"white",40,52,34000,0,0,1,0,0,0
55,0,"white",0,0,0,0,0,0,0,1,0
61,0,"white",35,52,16000,0,0,1,0,0,0
55,0,"white",0,0,0,0,0,0,0,1,0
63,1,"white",40,52,110000,0,0,0,0,0,1
29,0,"white",40,52,60000,0,0,0,1,0,0
44,1,"white",45,52,74000,0,0,0,1,0,0
44,0,"white",23,52,275000,0,0,0,0,0,1
48,1,"asian/pacific",40,52,80000,0,0,0,0,1,0
46,0,"asian/pacific",40,52,42500,0,0,0,0,1,0
48,1,"asian/pacific",40,52,40000,0,0,0,0,1,0
42,0,"asian/pacific",40,45,20000,0,0,0,0,1,0
49,1,"asian/pacific",40,52,78000,0,0,0,0,0,1
50,0,"asian/pacific",20,52,12480,0,0,0,1,0,0
35,1,"white",40,52,50000,0,0,0,1,0,0
30,0,"white",38,42,30000,0,0,0,0,1,0
57,1,"white",40,52,45000,0,0,1,0,0,0
41,1,"white",50,52,50000,0,1,0,0,0,0
29,0,"white",40,20,6002,0,0,1,0,0,0
42,1,"white",50,52,46000,0,1,0,0,0,0
40,0,"white",36,52,2e+05,0,0,0,0,1,0
43,1,"white",56,52,106000,0,0,0,1,0,0
52,0,"white",40,52,40000,0,0,0,0,1,0
54,0,"white",35,52,59000,0,0,0,1,0,0
55,1,"white",40,52,68000,0,0,1,0,0,0
56,0,"white",0,0,0,0,0,0,1,0,0
49,0,"white",50,52,50000,0,0,0,0,1,0
54,1,"white",50,52,70000,0,0,0,0,1,0
58,0,"white",0,0,0,0,0,1,0,0,0
55,1,"white",40,52,125000,0,0,0,0,0,1
52,0,"white",40,42,85000,0,0,0,0,0,1
50,0,"black",NA,26,26000,0,0,0,0,1,0
25,0,"black",40,52,47000,0,0,0,1,0,0
30,1,"black",40,52,40000,0,0,0,1,0,0
37,0,"white",40,52,38500,0,0,0,1,0,0
42,1,"white",40,52,56000,0,0,0,1,0,0
63,1,"white",0,0,0,0,0,1,0,0,0
62,0,"white",0,0,0,0,0,0,1,0,0
55,0,"white",0,0,0,0,0,0,0,1,0
40,0,"asian/pacific",40,52,0,0,0,1,0,0,0
41,1,"asian/pacific",40,52,0,0,0,1,0,0,0
47,1,"white",50,52,150000,0,0,0,0,1,0
46,0,"white",12,52,18720,0,0,0,1,0,0
59,1,"white",0,0,0,0,0,0,1,0,0
57,0,"white",NA,16,20000,0,0,1,0,0,0
56,1,"black",40,52,38000,0,0,1,0,0,0
53,0,"black",40,52,30000,0,0,1,0,0,0
40,1,"white",50,52,2e+05,0,0,0,0,1,0
62,1,"white",NA,26,20000,0,0,1,0,0,0
31,1,"white",40,52,36000,0,0,0,1,0,0
31,0,"black",40,52,30000,0,0,0,1,0,0
45,1,"white",0,0,0,0,0,1,0,0,0
42,0,"white",0,0,0,0,0,0,1,0,0
46,1,"white",40,52,54000,0,0,1,0,0,0
60,0,"white",30,40,5000,0,1,0,0,0,0
62,1,"white",40,52,125000,0,0,1,0,0,0
32,0,"white",0,0,0,0,0,0,1,0,0
60,0,"black",0,0,0,0,0,0,1,0,0
30,1,"black",0,0,0,0,0,1,0,0,0
56,1,"asian/pacific",40,52,80000,0,0,0,0,0,1
52,0,"asian/pacific",40,42,36000,0,0,0,0,0,1
51,0,"white",40,52,40000,0,0,1,0,0,0
58,1,"white",0,0,0,0,1,0,0,0,0
55,0,"black",40,52,80000,0,0,0,0,1,0
53,0,"black",40,52,50000,0,0,0,1,0,0
43,1,"black",40,52,46000,0,0,0,0,1,0
42,1,"white",40,52,20000,0,0,1,0,0,0
39,0,"white",20,52,20000,0,0,1,0,0,0
56,0,"black",40,52,45000,0,0,0,1,0,0
60,0,"white",0,0,0,0,1,0,0,0,0
53,1,"white",40,52,49900,0,0,0,1,0,0
55,0,"white",0,0,0,0,0,0,1,0,0
51,0,"white",40,52,14278,0,0,1,0,0,0
35,0,"white",10,52,0,0,0,0,0,1,0
39,1,"white",40,52,12000,0,0,1,0,0,0
61,1,"black",0,0,0,0,0,1,0,0,0
48,1,"white",50,52,70300,0,0,1,0,0,0
49,0,"white",29,40,19455,0,0,0,0,1,0
28,1,"black",40,52,70000,0,0,1,0,0,0
49,1,"white",50,52,83000,0,0,1,0,0,0
62,1,"white",0,0,0,0,0,1,0,0,0
63,0,"white",0,0,0,0,0,1,0,0,0
46,0,"white",40,52,30000,0,0,0,1,0,0
52,1,"white",45,52,1e+05,0,0,1,0,0,0
37,1,"white",0,0,0,0,0,0,0,1,0
48,0,"black",40,52,40000,0,0,1,0,0,0
52,1,"black",40,52,110000,0,0,0,0,1,0
62,0,"white",60,52,60000,0,0,1,0,0,0
47,1,"white",NA,40,60000,0,0,1,0,0,0
38,0,"white",0,0,0,0,0,1,0,0,0
50,1,"white",45,52,2e+05,0,0,0,1,0,0
46,0,"white",40,52,35000,0,0,1,0,0,0
59,0,"white",40,52,32000,0,0,0,1,0,0
48,0,"white",18,30,6500,0,0,1,0,0,0
48,1,"white",40,52,67761,0,0,1,0,0,0
28,0,"white",0,0,0,0,0,1,0,0,0
30,1,"white",0,0,0,0,0,1,0,0,0
32,1,"white",2,52,40000,0,0,1,0,0,0
32,0,"white",40,52,52000,0,0,1,0,0,0
61,1,"white",0,0,0,0,0,1,0,0,0
35,0,"white",0,0,0,0,0,0,1,0,0
37,1,"white",40,52,28000,0,0,1,0,0,0
47,0,"black",62,52,54000,0,0,0,1,0,0
48,1,"black",40,52,23520,0,0,0,1,0,0
40,1,"white",40,52,44000,0,0,0,0,1,0
38,0,"white",48,52,50000,0,0,0,0,0,1
45,0,"white",48,52,32000,0,0,1,0,0,0
43,1,"white",45,52,20000,0,1,0,0,0,0
35,0,"white",40,52,20000,0,1,0,0,0,0
64,1,"white",40,52,135000,0,0,1,0,0,0
25,1,"white",40,52,30000,0,0,1,0,0,0
63,0,"white",21,40,12000,0,0,0,0,1,0
60,0,"black",40,52,70000,0,0,0,0,1,0
37,1,"white",NA,20,3086,0,0,0,1,0,0
60,0,"white",45,52,47000,0,0,0,1,0,0
36,1,"white",40,52,24000,0,0,0,1,0,0
36,0,"white",NA,52,40000,0,0,0,0,0,1
42,1,"white",43,48,15000,0,0,0,0,0,1
43,0,"white",14,30,22000,0,0,0,0,0,1
60,0,"white",0,0,0,0,0,1,0,0,0
61,1,"white",50,52,1e+05,0,0,1,0,0,0
50,1,"white",40,52,65000,0,0,0,0,1,0
57,0,"white",20,52,30000,0,0,0,0,1,0
37,1,"white",40,52,1e+05,0,0,0,0,0,1
36,0,"white",35,52,36000,0,0,0,0,1,0
62,1,"white",70,52,2e+05,0,0,0,0,0,1
45,1,"white",0,0,0,0,0,0,1,0,0
62,1,"white",0,0,0,0,0,0,0,0,1
39,0,"white",0,0,0,0,0,1,0,0,0
46,1,"white",NA,45,400,0,0,1,0,0,0
57,1,"white",90,52,46000,0,0,1,0,0,0
46,1,"white",NA,12,300,0,0,0,0,1,0
